"Year","School_ID","Entity","Group","Test","Pass Rate","Total Count"
"2006-2007",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Non-English Learners","Geometry",100,44
"2006-2007",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Non-English Learners","Mathematics",81.05,95
"2006-2007",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","English Learners","Mathematics",NA,NA
"2006-2007",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Asian","Algebra I",NA,NA
"2006-2007",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Asian","Geometry",NA,NA
"2006-2007",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Asian","Mathematics",NA,NA
"2006-2007",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Black","Algebra I",NA,NA
"2006-2007",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Black","Mathematics",60,10
"2006-2007",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Hispanic","Mathematics",NA,NA
"2006-2007",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","White","Algebra I",100,54
"2006-2007",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","White","Geometry",100,38
"2006-2007",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","White","Mathematics",82.5,80
"2006-2007",NA,"Virginia","All Students","Algebra I",98.8,24403
"2006-2007",NA,"Virginia","All Students","Geometry",98.79,5516
"2006-2007",NA,"Virginia","All Students","Mathematics",71.85,63813
"2006-2007",NA,"Virginia","Economically Advantaged","Algebra I",99.26,20765
"2006-2007",NA,"Virginia","Economically Advantaged","Geometry",99.31,4938
"2006-2007",NA,"Virginia","Economically Advantaged","Mathematics",78.54,39664
"2006-2007",NA,"Virginia","Economically Disadvantaged","Algebra I",96.18,3638
"2006-2007",NA,"Virginia","Economically Disadvantaged","Geometry",94.29,578
"2006-2007",NA,"Virginia","Economically Disadvantaged","Mathematics",60.88,24149
"2006-2007",NA,"Virginia","Non-English Learners","Algebra I",98.84,23564
"2006-2007",NA,"Virginia","Non-English Learners","Geometry",98.76,5393
"2006-2007",NA,"Virginia","Non-English Learners","Mathematics",72.96,59512
"2006-2007",NA,"Virginia","English Learners","Algebra I",97.32,596
"2006-2007",NA,"Virginia","English Learners","Geometry",100,87
"2006-2007",NA,"Virginia","English Learners","Mathematics",53.45,3639
"2006-2007",NA,"Virginia","Unknown Race","Algebra I",98.57,491
"2006-2007",NA,"Virginia","Unknown Race","Geometry",95.65,92
"2006-2007",NA,"Virginia","Unknown Race","Mathematics",66.45,1222
"2006-2007",NA,"Virginia","American Indian","Algebra I",97.62,84
"2006-2007",NA,"Virginia","American Indian","Geometry",100,11
"2006-2007",NA,"Virginia","American Indian","Mathematics",76.04,217
"2006-2007",NA,"Virginia","Asian","Algebra I",100,2109
"2006-2007",NA,"Virginia","Asian","Geometry",100,696
"2006-2007",NA,"Virginia","Asian","Mathematics",82.81,2211
"2006-2007",NA,"Virginia","Black","Algebra I",97.08,3769
"2006-2007",NA,"Virginia","Black","Geometry",94.27,733
"2006-2007",NA,"Virginia","Black","Mathematics",61.54,20125
"2006-2007",NA,"Virginia","Hispanic","Algebra I",97.16,987
"2006-2007",NA,"Virginia","Hispanic","Geometry",100,141
"2006-2007",NA,"Virginia","Hispanic","Mathematics",60.59,5278
"2006-2007",NA,"Virginia","White","Algebra I",99.17,16948
"2006-2007",NA,"Virginia","White","Geometry",99.45,3839
"2006-2007",NA,"Virginia","White","Mathematics",79,34725
"2006-2007",NA,"Virginia","Native Hawaiian  or Pacific Islander","Algebra I",100,15
"2006-2007",NA,"Virginia","Native Hawaiian  or Pacific Islander","Geometry",NA,NA
"2006-2007",NA,"Virginia","Native Hawaiian  or Pacific Islander","Mathematics",82.86,35
"2007-2008",NA,"Albemarle County","All Students","Algebra I",100,282
"2007-2008",NA,"Albemarle County","All Students","Geometry",100,167
"2007-2008",NA,"Albemarle County","All Students","Mathematics",83.41,410
"2007-2008",NA,"Albemarle County","Economically Advantaged","Algebra I",100,266
"2007-2008",NA,"Albemarle County","Economically Advantaged","Geometry",100,159
"2007-2008",NA,"Albemarle County","Economically Advantaged","Mathematics",86.76,287
"2007-2008",NA,"Albemarle County","Economically Disadvantaged","Algebra I",100,16
"2007-2008",NA,"Albemarle County","Economically Disadvantaged","Geometry",NA,NA
"2007-2008",NA,"Albemarle County","Economically Disadvantaged","Mathematics",75.61,123
"2007-2008",NA,"Albemarle County","Non-English Learners","Algebra I",100,268
"2007-2008",NA,"Albemarle County","Non-English Learners","Geometry",100,161
"2007-2008",NA,"Albemarle County","Non-English Learners","Mathematics",83.11,379
"2007-2008",NA,"Albemarle County","English Learners","Algebra I",NA,NA
"2007-2008",NA,"Albemarle County","English Learners","Geometry",NA,NA
"2007-2008",NA,"Albemarle County","English Learners","Mathematics",86.21,29
"2007-2008",NA,"Albemarle County","Unknown Race","Mathematics",NA,NA
"2007-2008",NA,"Albemarle County","American Indian","Geometry",NA,NA
"2007-2008",NA,"Albemarle County","American Indian","Mathematics",NA,NA
"2007-2008",NA,"Albemarle County","Asian","Algebra I",NA,NA
"2007-2008",NA,"Albemarle County","Asian","Geometry",100,16
"2007-2008",NA,"Albemarle County","Asian","Mathematics",NA,NA
"2007-2008",NA,"Albemarle County","Black","Algebra I",100,13
"2007-2008",NA,"Albemarle County","Black","Geometry",NA,NA
"2007-2008",NA,"Albemarle County","Black","Mathematics",78.72,94
"2007-2008",NA,"Albemarle County","Hispanic","Algebra I",NA,NA
"2007-2008",NA,"Albemarle County","Hispanic","Geometry",NA,NA
"2007-2008",NA,"Albemarle County","Hispanic","Mathematics",86.67,30
"2007-2008",NA,"Albemarle County","White","Algebra I",100,251
"2007-2008",NA,"Albemarle County","White","Geometry",100,142
"2007-2008",NA,"Albemarle County","White","Mathematics",84.64,280
"2007-2008",950,"Journey Middle (Formerly: Jack Jouett Middle)","All Students","Algebra I",98.48,66
"2007-2008",950,"Journey Middle (Formerly: Jack Jouett Middle)","All Students","Geometry",100,29
"2007-2008",950,"Journey Middle (Formerly: Jack Jouett Middle)","All Students","Mathematics",90.41,73
"2007-2008",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Advantaged","Algebra I",98.31,59
"2007-2008",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Disadvantaged","Algebra I",NA,NA
"2007-2008",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Advantaged","Geometry",100,26
"2007-2008",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Disadvantaged","Geometry",NA,NA
"2007-2008",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Advantaged","Mathematics",97.22,36
"2007-2008",950,"Journey Middle (Formerly: Jack Jouett Middle)","Economically Disadvantaged","Mathematics",83.78,37
"2007-2008",950,"Journey Middle (Formerly: Jack Jouett Middle)","Non-English Learners","Algebra I",98.39,62
"2007-2008",950,"Journey Middle (Formerly: Jack Jouett Middle)","English Learners","Algebra I",NA,NA
"2007-2008",950,"Journey Middle (Formerly: Jack Jouett Middle)","Non-English Learners","Geometry",100,28
"2007-2008",950,"Journey Middle (Formerly: Jack Jouett Middle)","English Learners","Geometry",NA,NA
"2007-2008",950,"Journey Middle (Formerly: Jack Jouett Middle)","Non-English Learners","Mathematics",91.67,60
"2007-2008",950,"Journey Middle (Formerly: Jack Jouett Middle)","English Learners","Mathematics",83.33,12
"2007-2008",950,"Journey Middle (Formerly: Jack Jouett Middle)","Asian","Algebra I",NA,NA
"2007-2008",950,"Journey Middle (Formerly: Jack Jouett Middle)","Asian","Geometry",NA,NA
"2007-2008",950,"Journey Middle (Formerly: Jack Jouett Middle)","Black","Algebra I",NA,NA
"2007-2008",950,"Journey Middle (Formerly: Jack Jouett Middle)","Black","Geometry",NA,NA
"2007-2008",950,"Journey Middle (Formerly: Jack Jouett Middle)","Black","Mathematics",85.71,28
"2007-2008",950,"Journey Middle (Formerly: Jack Jouett Middle)","Hispanic","Algebra I",NA,NA
"2007-2008",950,"Journey Middle (Formerly: Jack Jouett Middle)","Hispanic","Mathematics",80,10
"2007-2008",950,"Journey Middle (Formerly: Jack Jouett Middle)","White","Algebra I",98.18,55
"2007-2008",950,"Journey Middle (Formerly: Jack Jouett Middle)","White","Geometry",100,24
"2007-2008",950,"Journey Middle (Formerly: Jack Jouett Middle)","White","Mathematics",97.14,35
"2007-2008",69,"Jackson P. Burley Middle","All Students","Algebra I",100,47
"2007-2008",69,"Jackson P. Burley Middle","All Students","Geometry",100,21
"2007-2008",69,"Jackson P. Burley Middle","All Students","Mathematics",90.54,74
"2007-2008",69,"Jackson P. Burley Middle","Economically Advantaged","Algebra I",100,46
"2007-2008",69,"Jackson P. Burley Middle","Economically Disadvantaged","Algebra I",NA,NA
"2007-2008",69,"Jackson P. Burley Middle","Economically Advantaged","Geometry",100,21
"2007-2008",69,"Jackson P. Burley Middle","Economically Advantaged","Mathematics",93.88,49
"2007-2008",69,"Jackson P. Burley Middle","Economically Disadvantaged","Mathematics",84,25
"2007-2008",69,"Jackson P. Burley Middle","Non-English Learners","Algebra I",100,45
"2007-2008",69,"Jackson P. Burley Middle","English Learners","Algebra I",NA,NA
"2007-2008",69,"Jackson P. Burley Middle","Non-English Learners","Geometry",100,21
"2007-2008",69,"Jackson P. Burley Middle","Non-English Learners","Mathematics",91.94,62
"2007-2008",69,"Jackson P. Burley Middle","English Learners","Mathematics",83.33,12
"2007-2008",69,"Jackson P. Burley Middle","Asian","Algebra I",NA,NA
"2007-2008",69,"Jackson P. Burley Middle","Asian","Mathematics",NA,NA
"2007-2008",69,"Jackson P. Burley Middle","Black","Algebra I",NA,NA
"2007-2008",69,"Jackson P. Burley Middle","Black","Geometry",NA,NA
"2007-2008",69,"Jackson P. Burley Middle","Black","Mathematics",84,25
"2007-2008",69,"Jackson P. Burley Middle","Hispanic","Algebra I",NA,NA
"2007-2008",69,"Jackson P. Burley Middle","Hispanic","Mathematics",80,10
"2007-2008",69,"Jackson P. Burley Middle","White","Algebra I",100,41
"2007-2008",69,"Jackson P. Burley Middle","White","Geometry",100,19
"2007-2008",69,"Jackson P. Burley Middle","White","Mathematics",97.3,37
"2007-2008",942,"Joseph T. Henley Middle","All Students","Algebra I",100,81
"2007-2008",942,"Joseph T. Henley Middle","All Students","Geometry",100,37
"2007-2008",942,"Joseph T. Henley Middle","All Students","Mathematics",85.96,114
"2007-2008",942,"Joseph T. Henley Middle","Economically Advantaged","Algebra I",100,81
"2007-2008",942,"Joseph T. Henley Middle","Economically Advantaged","Geometry",100,36
"2007-2008",942,"Joseph T. Henley Middle","Economically Disadvantaged","Geometry",NA,NA
"2007-2008",942,"Joseph T. Henley Middle","Economically Advantaged","Mathematics",88.3,94
"2007-2008",942,"Joseph T. Henley Middle","Economically Disadvantaged","Mathematics",75,20
"2007-2008",942,"Joseph T. Henley Middle","Non-English Learners","Algebra I",100,78
"2007-2008",942,"Joseph T. Henley Middle","English Learners","Algebra I",NA,NA
"2007-2008",942,"Joseph T. Henley Middle","Non-English Learners","Geometry",100,34
"2007-2008",942,"Joseph T. Henley Middle","English Learners","Geometry",NA,NA
"2007-2008",942,"Joseph T. Henley Middle","Non-English Learners","Mathematics",85.59,111
"2007-2008",942,"Joseph T. Henley Middle","English Learners","Mathematics",NA,NA
"2007-2008",942,"Joseph T. Henley Middle","American Indian","Mathematics",NA,NA
"2007-2008",942,"Joseph T. Henley Middle","Asian","Algebra I",NA,NA
"2007-2008",942,"Joseph T. Henley Middle","Asian","Geometry",NA,NA
"2007-2008",942,"Joseph T. Henley Middle","Asian","Mathematics",NA,NA
"2007-2008",942,"Joseph T. Henley Middle","Black","Mathematics",NA,NA
"2007-2008",942,"Joseph T. Henley Middle","Hispanic","Algebra I",NA,NA
"2007-2008",942,"Joseph T. Henley Middle","Hispanic","Mathematics",NA,NA
"2007-2008",942,"Joseph T. Henley Middle","Unknown Race","Mathematics",NA,NA
"2007-2008",942,"Joseph T. Henley Middle","White","Algebra I",100,77
"2007-2008",942,"Joseph T. Henley Middle","White","Geometry",100,32
"2007-2008",942,"Joseph T. Henley Middle","White","Mathematics",85,100
"2007-2008",20,"Leslie H. Walton Middle","All Students","Algebra I",100,37
"2007-2008",20,"Leslie H. Walton Middle","All Students","Geometry",100,27
"2007-2008",20,"Leslie H. Walton Middle","All Students","Mathematics",72.29,83
"2007-2008",20,"Leslie H. Walton Middle","Economically Advantaged","Algebra I",100,32
"2007-2008",20,"Leslie H. Walton Middle","Economically Disadvantaged","Algebra I",NA,NA
"2007-2008",20,"Leslie H. Walton Middle","Economically Advantaged","Geometry",100,26
"2007-2008",20,"Leslie H. Walton Middle","Economically Disadvantaged","Geometry",NA,NA
"2007-2008",20,"Leslie H. Walton Middle","Economically Advantaged","Mathematics",75.47,53
"2007-2008",20,"Leslie H. Walton Middle","Economically Disadvantaged","Mathematics",66.67,30
"2007-2008",20,"Leslie H. Walton Middle","Non-English Learners","Algebra I",100,35
"2007-2008",20,"Leslie H. Walton Middle","Non-English Learners","Geometry",100,27
"2007-2008",20,"Leslie H. Walton Middle","Non-English Learners","Mathematics",71.25,80
"2007-2008",20,"Leslie H. Walton Middle","English Learners","Mathematics",NA,NA
"2007-2008",20,"Leslie H. Walton Middle","American Indian","Geometry",NA,NA
"2007-2008",20,"Leslie H. Walton Middle","Asian","Geometry",NA,NA
"2007-2008",20,"Leslie H. Walton Middle","Black","Algebra I",NA,NA
"2007-2008",20,"Leslie H. Walton Middle","Black","Mathematics",66.67,18
"2007-2008",20,"Leslie H. Walton Middle","Hispanic","Algebra I",NA,NA
"2007-2008",20,"Leslie H. Walton Middle","Hispanic","Geometry",NA,NA
"2007-2008",20,"Leslie H. Walton Middle","Hispanic","Mathematics",NA,NA
"2007-2008",20,"Leslie H. Walton Middle","White","Algebra I",100,32
"2007-2008",20,"Leslie H. Walton Middle","White","Geometry",100,24
"2007-2008",20,"Leslie H. Walton Middle","White","Mathematics",72.13,61
"2007-2008",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","All Students","Algebra I",100,51
"2007-2008",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","All Students","Geometry",100,53
"2007-2008",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","All Students","Mathematics",82.26,62
"2007-2008",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Advantaged","Algebra I",100,48
"2007-2008",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Disadvantaged","Algebra I",NA,NA
"2007-2008",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Advantaged","Geometry",100,50
"2007-2008",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Disadvantaged","Geometry",NA,NA
"2007-2008",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Advantaged","Mathematics",83.33,54
"2007-2008",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Economically Disadvantaged","Mathematics",NA,NA
"2007-2008",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Non-English Learners","Algebra I",100,48
"2007-2008",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","English Learners","Algebra I",NA,NA
"2007-2008",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Non-English Learners","Geometry",100,51
"2007-2008",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","English Learners","Geometry",NA,NA
"2007-2008",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Non-English Learners","Mathematics",82.26,62
"2007-2008",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Asian","Algebra I",NA,NA
"2007-2008",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Asian","Geometry",NA,NA
"2007-2008",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Black","Algebra I",NA,NA
"2007-2008",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Black","Geometry",NA,NA
"2007-2008",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Black","Mathematics",78.57,14
"2007-2008",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Hispanic","Algebra I",NA,NA
"2007-2008",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","Hispanic","Mathematics",NA,NA
"2007-2008",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","White","Algebra I",100,46
"2007-2008",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","White","Geometry",100,43
"2007-2008",1051,"Lakeside Middle (Formerly: Mortimer Y. Sutherland Middle)","White","Mathematics",82.61,46
"2007-2008",NA,"Virginia","All Students","Algebra I",99.15,26262
"2007-2008",NA,"Virginia","All Students","Geometry",99.42,5993
"2007-2008",NA,"Virginia","All Students","Mathematics",78.82,58796
"2007-2008",NA,"Virginia","Economically Advantaged","Algebra I",99.4,22023
"2007-2008",NA,"Virginia","Economically Advantaged","Geometry",100,5397
"2007-2008",NA,"Virginia","Economically Advantaged","Mathematics",84.36,36741
"2007-2008",NA,"Virginia","Economically Disadvantaged","Algebra I",97.9,4239
"2007-2008",NA,"Virginia","Economically Disadvantaged","Geometry",96.98,596
"2007-2008",NA,"Virginia","Economically Disadvantaged","Mathematics",69.58,22055
"2007-2008",NA,"Virginia","Non-English Learners","Algebra I",99.16,25230
"2007-2008",NA,"Virginia","Non-English Learners","Geometry",99.42,5888
"2007-2008",NA,"Virginia","Non-English Learners","Mathematics",79.76,54366
"2007-2008",NA,"Virginia","English Learners","Algebra I",98.59,710
"2007-2008",NA,"Virginia","English Learners","Geometry",98.25,57
"2007-2008",NA,"Virginia","English Learners","Mathematics",64.66,3758
"2007-2008",NA,"Virginia","Unknown Race","Algebra I",98.87,533
"2007-2008",NA,"Virginia","Unknown Race","Geometry",99.04,104
"2007-2008",NA,"Virginia","Unknown Race","Mathematics",74.81,1064
"2007-2008",NA,"Virginia","American Indian","Algebra I",100,70
"2007-2008",NA,"Virginia","American Indian","Geometry",100,18
"2007-2008",NA,"Virginia","American Indian","Mathematics",86.7,188
